C,Si,Mn,P,S,Cr,Ni,Cu,Mo,V,Sn,Al,Ti,Nb,CEQ,板坯装炉前温度,轧制道次数,精轧道次数,轧制厚度,粗轧开轧温度_测量平均,粗轧终止温度_测量平均,精轧开轧温度_测量平均,精轧终止温度_测量平均,抽出平均温度,TENSION_RM,YIELD_REH,EL
0.147,0.26,1.25,0.014,0.006,0.02,0.01,0.02,0.002,0.001,0.002,0.035,0.019,0.012,0.37,20,12,5,7.86,1191,1139,878,864,1197,563,467,29.0
0.154,0.3,1.23,0.013,0.006,0.02,0.01,0.02,0.004,0.001,0.003,0.033,0.017,0.015,0.37,20,12,7,7.71,1188,1107,878,782,1197,574,460,29.5
0.154,0.3,1.23,0.013,0.006,0.02,0.01,0.02,0.004,0.001,0.003,0.033,0.017,0.015,0.37,20,14,7,7.75,1165,1114,878,790,1197,569,478,29.5
0.156,0.3,1.27,0.01,0.005,0.02,0.01,0.02,0.002,0.001,0.002,0.03,0.016,0.014,0.38,20,14,7,7.75,1165,1114,878,799,1197,529,472,29.5
0.154,0.3,1.23,0.013,0.006,0.02,0.01,0.02,0.004,0.001,0.003,0.033,0.017,0.015,0.37,20,14,7,9.55,1165,1114,878,802,1197,552,444,29.5
0.151,0.29,1.24,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.03,0.013,0.011,0.37,235,14,7,15.54,1183,1130,927,832,1205,509,414,28.5
0.153,0.27,1.24,0.012,0.01,0.02,0.01,0.02,0.002,0.001,0.004,0.035,0.017,0.013,0.37,359,16,9,20.505000000000003,1173,1120,839,817,1181,558,422,28.5
0.144,0.29,1.24,0.016,0.009,0.02,0.01,0.03,0.002,0.002,0.003,0.021,0.016,0.013,0.37,406,16,9,20.505000000000003,1141,1097,853,835,1189,527,379,29.0
0.154,0.24,1.24,0.012,0.007,0.02,0.01,0.02,0.002,0.001,0.004,0.037,0.016,0.013,0.37,408,18,11,20.505000000000003,1188,1135,848,820,1194,527,377,28.5
0.154,0.24,1.24,0.012,0.007,0.02,0.01,0.02,0.002,0.001,0.004,0.037,0.016,0.013,0.37,348,18,11,20.505000000000003,1172,1118,837,804,1191,556,413,29.5
0.151,0.29,1.24,0.016,0.009,0.02,0.01,0.03,0.002,0.002,0.004,0.029,0.016,0.013,0.37,414,18,11,20.505000000000003,1185,1130,838,816,1195,524,383,28.0
0.153,0.26,1.24,0.013,0.006,0.02,0.01,0.03,0.002,0.002,0.004,0.035,0.016,0.013,0.37,247,18,11,20.505000000000003,1183,1131,851,830,1192,548,413,29.0
0.157,0.25,1.24,0.015,0.009,0.02,0.01,0.03,0.003,0.002,0.004,0.037,0.016,0.013,0.37,389,18,11,20.505000000000003,1178,1125,846,817,1188,535,402,29.5
0.144,0.23,1.22,0.011,0.004,0.02,0.01,0.03,0.002,0.002,0.003,0.032,0.015,0.012,0.36,20,16,9,20.505000000000003,1169,1120,864,839,1177,507,384,27.5
0.151,0.23,1.26,0.017,0.006,0.02,0.01,0.02,0.001,0.002,0.002,0.034,0.016,0.011,0.37,609,14,7,38.15,1182,1129,848,832,1212,540,439,26.5
0.151,0.23,1.26,0.017,0.006,0.02,0.01,0.02,0.001,0.002,0.002,0.034,0.016,0.011,0.37,594,14,7,38.15,1149,1103,856,839,1213,574,468,28.0
0.15,0.27,1.25,0.013,0.01,0.02,0.01,0.02,0.001,0.001,0.002,0.033,0.016,0.012,0.36,564,14,7,24.55,1165,1114,878,818,1202,532,423,28.0
0.15,0.27,1.25,0.013,0.01,0.02,0.01,0.02,0.001,0.001,0.002,0.033,0.016,0.012,0.36,561,12,7,27.6,1186,1129,837,802,1203,540,425,27.5
0.15,0.27,1.25,0.013,0.01,0.02,0.01,0.02,0.001,0.001,0.002,0.033,0.016,0.012,0.36,561,12,7,29.6,1178,1125,849,820,1202,528,416,29.0
0.152,0.24,1.24,0.014,0.005,0.02,0.01,0.02,0.001,0.001,0.002,0.039,0.017,0.012,0.37,572,12,7,27.62,1183,1129,853,820,1210,529,484,28.0
0.147,0.27,1.25,0.014,0.007,0.02,0.01,0.02,0.001,0.001,0.003,0.042,0.02,0.013,0.36,586,12,7,27.55,1170,1118,857,819,1206,540,442,27.0
0.147,0.27,1.25,0.014,0.007,0.02,0.01,0.02,0.001,0.001,0.003,0.042,0.02,0.013,0.36,585,12,7,19.54,1176,1120,848,797,1212,528,421,27.0
0.156,0.25,1.26,0.017,0.007,0.02,0.01,0.01,0.002,0.002,0.002,0.033,0.02,0.011,0.37,20,14,7,11.8,1175,1117,914,785,1201,543,445,28.5
0.156,0.25,1.23,0.015,0.008,0.02,0.01,0.02,0.002,0.002,0.002,0.03,0.017,0.012,0.37,20,18,9,43.55,1181,1129,852,818,1189,506,416,27.0
0.153,0.25,1.24,0.016,0.01,0.02,0.01,0.02,0.003,0.001,0.003,0.039,0.017,0.012,0.37,20,14,7,15.5,1187,1128,898,798,1203,517,402,27.5
0.148,0.29,1.25,0.015,0.004,0.02,0.01,0.03,0.004,0.001,0.003,0.036,0.019,0.012,0.37,566,14,7,15.45,1175,1125,905,837,1204,539,411,27.5
0.148,0.29,1.25,0.015,0.004,0.02,0.01,0.03,0.004,0.001,0.003,0.036,0.019,0.012,0.37,575,14,7,19.45,1190,1134,835,799,1214,532,424,27.0
0.142,0.27,1.24,0.009,0.006,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.016,0.016,0.38,552,14,7,38.15,1181,1131,858,844,1196,536,456,28.0
0.146,0.25,1.24,0.012,0.007,0.02,0.01,0.03,0.002,0.001,0.003,0.033,0.015,0.014,0.36,20,16,9,20.505000000000003,1170,1122,864,839,1197,516,388,29.5
0.144,0.23,1.22,0.011,0.004,0.02,0.01,0.03,0.002,0.002,0.003,0.032,0.015,0.012,0.36,20,16,9,20.505000000000003,1169,1120,863,838,1194,521,411,28.0
0.159,0.26,1.24,0.017,0.008,0.02,0.01,0.03,0.002,0.002,0.004,0.037,0.019,0.012,0.38,20,16,9,20.505000000000003,1173,1125,866,843,1194,532,420,30.0
0.149,0.25,1.24,0.018,0.008,0.02,0.01,0.02,0.003,0.002,0.002,0.034,0.016,0.016,0.37,20,18,11,20.505000000000003,1159,1109,861,815,1182,526,388,30.0
0.146,0.25,1.24,0.012,0.007,0.02,0.01,0.03,0.002,0.001,0.003,0.033,0.015,0.014,0.36,20,16,9,20.505000000000003,1184,1132,849,830,1191,517,392,28.0
0.157,0.25,1.24,0.015,0.009,0.02,0.01,0.03,0.003,0.002,0.004,0.037,0.016,0.013,0.37,426,18,11,20.505000000000003,1183,1133,876,844,1193,531,384,26.5
0.154,0.24,1.24,0.01,0.009,0.02,0.01,0.04,0.002,0.001,0.004,0.043,0.019,0.011,0.37,20,16,9,20.505000000000003,1177,1126,865,835,1187,508,374,28.0
0.15,0.24,1.26,0.013,0.008,0.02,0.01,0.03,0.002,0.002,0.004,0.037,0.017,0.01,0.37,558,14,9,30.15,1187,1122,878,818,1208,576,497,28.0
0.15,0.24,1.26,0.013,0.008,0.02,0.01,0.03,0.002,0.002,0.004,0.037,0.017,0.01,0.37,559,12,7,30.15,1192,1135,821,800,1222,529,458,27.5
0.15,0.24,1.26,0.013,0.008,0.02,0.01,0.03,0.002,0.002,0.004,0.037,0.017,0.01,0.37,563,14,7,30.05,1165,1114,878,818,1197,535,444,27.5
0.154,0.24,1.29,0.013,0.007,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.017,0.012,0.38,195,12,7,30.16,1190,1137,850,823,1227,538,435,26.5
0.154,0.24,1.29,0.013,0.007,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.017,0.012,0.38,529,12,7,30.16,1194,1140,856,825,1225,537,459,26.0
0.153,0.27,1.24,0.012,0.01,0.02,0.01,0.02,0.002,0.001,0.004,0.035,0.017,0.013,0.37,417,18,9,20.505000000000003,1177,1128,878,845,1184,537,400,27.0
0.156,0.28,1.24,0.014,0.004,0.02,0.01,0.02,0.002,0.001,0.002,0.033,0.016,0.013,0.37,20,16,9,20.505000000000003,1176,1128,875,846,1190,510,356,27.5
0.147,0.27,1.25,0.014,0.007,0.02,0.01,0.02,0.001,0.001,0.003,0.042,0.02,0.013,0.36,588,12,7,15.54,1170,1115,884,807,1206,532,414,26.0
0.147,0.27,1.25,0.014,0.007,0.02,0.01,0.02,0.001,0.001,0.003,0.042,0.02,0.013,0.36,581,12,7,13.65,1183,1124,886,796,1207,529,417,27.5
0.147,0.27,1.25,0.014,0.007,0.02,0.01,0.02,0.001,0.001,0.003,0.042,0.02,0.013,0.36,582,12,7,17.55,1183,1126,869,808,1212,519,406,26.5
0.147,0.27,1.25,0.014,0.007,0.02,0.01,0.02,0.001,0.001,0.003,0.042,0.02,0.013,0.36,586,12,7,15.54,1186,1131,894,813,1207,520,407,28.5
0.156,0.25,1.23,0.015,0.008,0.02,0.01,0.02,0.002,0.002,0.002,0.03,0.017,0.012,0.37,20,16,9,45.57,1170,1122,867,840,1209,525,398,28.5
0.153,0.26,1.23,0.013,0.005,0.02,0.01,0.02,0.002,0.001,0.002,0.034,0.016,0.012,0.36,439,16,9,23.7,1188,1131,866,804,1202,535,432,27.5
0.153,0.26,1.23,0.013,0.005,0.02,0.01,0.02,0.002,0.001,0.002,0.034,0.016,0.012,0.36,426,16,9,19.55,1176,1118,855,782,1201,544,460,29.0
0.153,0.25,1.24,0.016,0.01,0.02,0.01,0.02,0.003,0.001,0.003,0.039,0.017,0.012,0.37,544,16,7,15.4,1166,1112,908,802,1204,519,438,29.5
0.156,0.25,1.23,0.015,0.008,0.02,0.01,0.02,0.002,0.002,0.002,0.03,0.017,0.012,0.37,20,16,9,47.6,1172,1121,845,824,1196,503,400,29.0
0.151,0.23,1.23,0.01,0.008,0.02,0.01,0.02,0.002,0.002,0.003,0.04,0.021,0.012,0.38,542,14,7,13.75,1163,1107,899,792,1204,530,433,28.5
0.154,0.3,1.23,0.013,0.006,0.02,0.01,0.02,0.004,0.001,0.003,0.033,0.017,0.015,0.37,20,12,7,11.55,1165,1114,935,834,1197,523,419,28.0
0.144,0.24,1.24,0.014,0.01,0.02,0.01,0.01,0.004,0.001,0.002,0.036,0.016,0.012,0.36,20,18,9,43.55,1171,1120,860,822,1190,499,366,29.0
0.147,0.26,1.25,0.014,0.006,0.02,0.01,0.02,0.002,0.001,0.002,0.035,0.019,0.012,0.37,20,12,5,7.84,1165,1114,878,866,1197,566,446,28.0
0.154,0.24,1.24,0.01,0.009,0.02,0.01,0.04,0.002,0.001,0.004,0.043,0.019,0.011,0.37,20,16,9,20.505000000000003,1181,1128,857,832,1195,515,395,28.5
0.144,0.23,1.22,0.011,0.004,0.02,0.01,0.03,0.002,0.002,0.003,0.032,0.015,0.012,0.36,20,16,9,20.505000000000003,1186,1134,865,835,1195,507,378,28.5
0.156,0.3,1.24,0.01,0.004,0.02,0.01,0.01,0.001,0.001,0.002,0.035,0.018,0.011,0.38,20,14,9,40.2,1182,1130,858,832,1198,540,462,28.5
0.149,0.3,1.24,0.014,0.004,0.02,0.01,0.02,0.002,0.001,0.002,0.033,0.014,0.013,0.38,20,18,9,27.55,1182,1126,865,802,1203,527,432,28.5
0.153,0.27,1.24,0.017,0.003,0.02,0.01,0.02,0.004,0.002,0.003,0.036,0.018,0.014,0.37,588,14,7,15.4,1169,1113,901,798,1194,515,422,27.5
0.142,0.27,1.24,0.009,0.006,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.016,0.016,0.38,570,16,9,31.9,1166,1112,839,798,1192,534,437,28.5
0.154,0.3,1.23,0.013,0.006,0.02,0.01,0.02,0.004,0.001,0.003,0.033,0.017,0.015,0.37,20,12,7,7.74,1165,1114,878,836,1197,572,452,29.0
0.149,0.29,1.23,0.014,0.008,0.02,0.01,0.02,0.003,0.002,0.002,0.037,0.018,0.013,0.37,573,14,9,20.505000000000003,1180,1131,862,841,1193,527,410,28.0
0.149,0.27,1.24,0.014,0.007,0.02,0.01,0.04,0.002,0.001,0.003,0.04,0.017,0.013,0.37,588,12,7,9.44,1194,1126,912,818,1220,543,487,28.5
0.154,0.24,1.29,0.013,0.007,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.017,0.012,0.38,355,12,7,15.51,1175,1127,904,844,1202,518,408,27.5
0.154,0.24,1.29,0.013,0.007,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.017,0.012,0.38,331,12,7,17.7,1160,1110,882,820,1196,526,430,28.5
0.154,0.24,1.29,0.013,0.007,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.017,0.012,0.38,378,12,7,19.55,1160,1102,841,797,1197,521,416,28.0
0.142,0.27,1.3,0.013,0.008,0.02,0.01,0.03,0.003,0.002,0.003,0.028,0.016,0.013,0.37,74,12,7,13.61,1178,1120,888,792,1193,521,452,28.0
0.157,0.26,1.25,0.013,0.006,0.02,0.01,0.02,0.001,0.002,0.002,0.04,0.02,0.011,0.37,20,14,7,30.15,1171,1119,851,822,1202,555,426,27.5
0.156,0.25,1.26,0.017,0.007,0.02,0.01,0.01,0.002,0.002,0.002,0.033,0.02,0.011,0.37,20,14,7,13.65,1134,1081,892,788,1198,525,437,28.0
0.161,0.3,1.28,0.012,0.004,0.02,0.01,0.02,0.003,0.001,0.003,0.034,0.014,0.01,0.38,20,18,9,24.7,1154,1102,867,799,1170,538,457,27.0
0.158,0.27,1.27,0.014,0.009,0.02,0.01,0.03,0.003,0.001,0.004,0.036,0.018,0.013,0.38,548,14,7,19.65,1161,1113,869,820,1187,527,436,27.0
0.157,0.28,1.27,0.012,0.008,0.02,0.01,0.02,0.001,0.001,0.002,0.039,0.019,0.013,0.38,555,14,7,19.65,1148,1100,863,814,1191,531,454,27.5
0.157,0.28,1.27,0.012,0.008,0.02,0.01,0.02,0.001,0.001,0.002,0.039,0.019,0.013,0.38,560,14,7,19.65,1156,1107,867,817,1190,516,446,28.0
0.157,0.28,1.27,0.012,0.008,0.02,0.01,0.02,0.001,0.001,0.002,0.039,0.019,0.013,0.38,547,14,7,19.65,1166,1114,866,816,1188,536,444,28.0
0.152,0.25,1.24,0.014,0.011,0.02,0.01,0.02,0.002,0.001,0.002,0.036,0.02,0.012,0.37,566,16,9,19.65,1187,1125,856,818,1201,530,473,27.5
0.156,0.3,1.27,0.01,0.005,0.02,0.01,0.02,0.002,0.001,0.002,0.03,0.016,0.014,0.38,20,14,5,7.84,1206,1114,878,818,1197,552,427,28.0
0.151,0.29,1.24,0.012,0.003,0.02,0.01,0.02,0.002,0.001,0.002,0.028,0.016,0.011,0.37,20,14,5,7.84,1165,1114,878,818,1197,532,407,27.0
0.151,0.29,1.24,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.03,0.013,0.011,0.37,20,14,9,19.47,1189,1131,862,792,1207,524,419,30.5
0.151,0.29,1.24,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.03,0.013,0.011,0.37,529,16,9,15.5,1182,1122,896,818,1204,531,423,29.0
0.151,0.29,1.24,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.03,0.013,0.011,0.37,510,14,9,23.5,1179,1124,877,809,1202,523,404,27.5
0.151,0.29,1.24,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.03,0.013,0.011,0.37,518,14,7,13.75,1181,1126,917,811,1206,525,421,29.5
0.15,0.24,1.28,0.011,0.007,0.02,0.01,0.03,0.002,0.001,0.003,0.034,0.016,0.013,0.37,20,14,7,11.44,1193,1127,876,818,1215,550,442,27.0
0.151,0.3,1.25,0.017,0.008,0.02,0.01,0.03,0.003,0.002,0.004,0.034,0.016,0.017,0.35,211,16,7,13.6,1137,1084,934,796,1204,528,414,29.0
0.151,0.23,1.21,0.009,0.003,0.02,0.01,0.02,0.002,0.002,0.003,0.027,0.014,0.01,0.38,468,12,5,11.72,1162,1112,908,835,1197,527,455,29.0
0.151,0.3,1.24,0.01,0.003,0.02,0.01,0.01,0.001,0.001,0.002,0.039,0.018,0.012,0.38,20,14,7,15.62,1157,1108,892,828,1221,538,414,28.0
0.157,0.26,1.25,0.013,0.006,0.02,0.01,0.02,0.001,0.002,0.002,0.04,0.02,0.011,0.37,20,14,7,13.73,1185,1133,911,825,1210,532,400,28.0
0.149,0.28,1.24,0.012,0.002,0.02,0.01,0.02,0.001,0.001,0.002,0.037,0.016,0.014,0.36,20,14,9,27.73,1186,1130,849,799,1209,551,440,28.5
0.151,0.23,1.26,0.017,0.006,0.02,0.01,0.02,0.001,0.002,0.002,0.034,0.016,0.011,0.37,617,14,7,38.15,1194,1140,853,839,1215,545,461,27.0
0.156,0.25,1.26,0.017,0.007,0.02,0.01,0.01,0.002,0.002,0.002,0.033,0.02,0.011,0.37,20,14,5,7.64,1165,1114,878,818,1197,533,414,26.5
0.15,0.3,1.27,0.013,0.009,0.02,0.01,0.02,0.002,0.001,0.002,0.035,0.017,0.016,0.37,558,16,9,34.75,1184,1133,868,837,1205,533,441,29.0
0.15,0.3,1.27,0.013,0.009,0.02,0.01,0.02,0.002,0.001,0.002,0.035,0.017,0.016,0.37,553,16,9,34.75,1184,1134,870,841,1205,533,415,29.5
0.152,0.25,1.24,0.014,0.011,0.02,0.01,0.02,0.002,0.001,0.002,0.036,0.02,0.012,0.37,553,14,7,19.65,1147,1099,869,821,1180,516,408,27.0
0.151,0.29,1.24,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.03,0.013,0.011,0.37,524,16,9,14.8,1165,1104,852,818,1201,538,436,28.0
0.151,0.29,1.24,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.03,0.013,0.011,0.37,522,14,7,13.4,1188,1129,943,795,1210,519,410,27.5
0.151,0.29,1.24,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.03,0.013,0.011,0.37,522,14,7,13.4,1188,1129,943,795,1210,519,410,27.5
0.15,0.24,1.28,0.011,0.007,0.02,0.01,0.03,0.002,0.001,0.003,0.034,0.016,0.013,0.37,520,12,7,13.44,1185,1124,860,783,1222,528,448,29.0
0.149,0.26,1.24,0.01,0.008,0.02,0.01,0.03,0.004,0.001,0.003,0.036,0.017,0.013,0.37,558,12,7,15.45,1164,1112,902,814,1184,527,422,27.5
0.149,0.26,1.24,0.01,0.008,0.02,0.01,0.03,0.004,0.001,0.003,0.036,0.017,0.013,0.37,549,14,7,13.65,1165,1114,878,818,1188,517,420,27.5
0.151,0.23,1.21,0.009,0.003,0.02,0.01,0.02,0.002,0.002,0.003,0.027,0.014,0.01,0.38,538,12,5,9.72,1181,1131,950,845,1215,505,399,28.0
0.156,0.25,1.26,0.017,0.007,0.02,0.01,0.01,0.002,0.002,0.002,0.033,0.02,0.011,0.37,20,12,5,7.64,1165,1114,878,818,1197,545,437,27.5
0.149,0.3,1.24,0.014,0.004,0.02,0.01,0.02,0.002,0.001,0.002,0.033,0.014,0.013,0.38,20,16,7,27.62,1185,1129,864,830,1201,533,420,27.5
0.147,0.28,1.24,0.018,0.004,0.02,0.01,0.02,0.002,0.001,0.002,0.028,0.018,0.015,0.36,556,16,9,29.45,1169,1120,877,829,1198,518,419,27.0
0.153,0.23,1.24,0.011,0.01,0.02,0.01,0.02,0.002,0.001,0.002,0.035,0.016,0.011,0.37,546,18,11,35.7,1190,1114,878,818,1205,531,444,27.5
0.153,0.23,1.24,0.011,0.01,0.02,0.01,0.02,0.002,0.001,0.002,0.035,0.016,0.011,0.37,551,18,11,34.7,1192,1125,878,818,1207,540,431,26.0
0.144,0.24,1.24,0.014,0.01,0.02,0.01,0.01,0.004,0.001,0.002,0.036,0.016,0.012,0.36,20,16,9,40.15,1179,1128,864,838,1186,553,463,26.5
0.142,0.27,1.24,0.009,0.006,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.016,0.016,0.38,553,16,9,32.3,1166,1114,851,809,1190,562,492,28.0
0.15,0.25,1.23,0.013,0.008,0.02,0.01,0.01,0.002,0.002,0.003,0.034,0.013,0.011,0.36,45,18,11,20.505000000000003,1186,1133,872,827,1200,520,404,27.0
0.145,0.24,1.22,0.013,0.01,0.02,0.01,0.02,0.002,0.002,0.003,0.036,0.017,0.014,0.36,57,18,11,20.505000000000003,1194,1141,886,834,1202,543,423,27.0
0.145,0.24,1.22,0.013,0.01,0.02,0.01,0.02,0.002,0.002,0.003,0.036,0.017,0.014,0.36,55,18,11,20.505000000000003,1190,1139,884,838,1208,549,429,28.0
0.151,0.26,1.25,0.013,0.005,0.02,0.01,0.02,0.003,0.002,0.003,0.028,0.016,0.011,0.37,18,16,9,44.56,1154,1106,857,826,1186,531,449,28.0
0.151,0.28,1.24,0.011,0.007,0.02,0.01,0.03,0.002,0.001,0.003,0.042,0.018,0.013,0.35,543,14,9,30.25,1157,1104,853,793,1193,534,456,27.0
0.151,0.28,1.24,0.011,0.007,0.02,0.01,0.03,0.002,0.001,0.003,0.042,0.018,0.013,0.35,544,14,9,30.85,1174,1121,861,810,1197,537,473,26.5
0.149,0.26,1.24,0.01,0.008,0.02,0.01,0.03,0.004,0.001,0.003,0.036,0.017,0.013,0.37,559,14,7,15.6,1165,1115,894,827,1184,511,426,29.5
0.149,0.26,1.24,0.01,0.008,0.02,0.01,0.03,0.004,0.001,0.003,0.036,0.017,0.013,0.37,570,14,7,18.05,1165,1117,886,833,1188,531,428,29.5
0.149,0.26,1.24,0.01,0.008,0.02,0.01,0.03,0.004,0.001,0.003,0.036,0.017,0.013,0.37,456,14,7,11.55,1168,1108,944,781,1190,504,406,29.5
0.149,0.26,1.24,0.01,0.008,0.02,0.01,0.03,0.004,0.001,0.003,0.036,0.017,0.013,0.37,563,14,7,14.7,1157,1103,896,799,1184,521,425,27.5
0.148,0.29,1.26,0.013,0.007,0.02,0.01,0.03,0.003,0.001,0.003,0.036,0.018,0.014,0.37,47,14,7,13.6,1177,1119,927,799,1200,508,421,28.0
0.148,0.29,1.26,0.013,0.007,0.02,0.01,0.03,0.003,0.001,0.003,0.036,0.018,0.014,0.37,54,14,7,13.6,1177,1118,925,795,1202,499,413,28.5
0.148,0.27,1.27,0.015,0.006,0.02,0.01,0.02,0.002,0.002,0.002,0.04,0.017,0.012,0.37,20,18,11,43.36,1153,1104,878,818,1186,561,396,26.5
0.156,0.25,1.26,0.017,0.007,0.02,0.01,0.01,0.002,0.002,0.002,0.033,0.02,0.011,0.37,20,14,7,24.6,1138,1090,853,807,1200,572,499,29.0
0.152,0.23,1.24,0.014,0.005,0.02,0.01,0.01,0.003,0.002,0.002,0.029,0.014,0.013,0.37,20,18,11,20.505000000000003,1171,1119,845,817,1201,570,466,28.5
0.155,0.24,1.24,0.013,0.009,0.02,0.01,0.02,0.001,0.002,0.002,0.034,0.015,0.013,0.37,20,18,11,20.505000000000003,1170,1117,843,821,1190,552,427,27.5
0.156,0.28,1.24,0.014,0.004,0.02,0.01,0.02,0.002,0.001,0.002,0.033,0.016,0.013,0.37,20,18,11,20.505000000000003,1178,1125,854,829,1191,543,419,27.0
0.156,0.28,1.24,0.014,0.004,0.02,0.01,0.02,0.002,0.001,0.002,0.033,0.016,0.013,0.37,20,18,11,20.505000000000003,1155,1107,846,828,1185,531,404,26.5
0.156,0.28,1.24,0.014,0.004,0.02,0.01,0.02,0.002,0.001,0.002,0.033,0.016,0.013,0.37,20,18,11,20.505000000000003,1177,1123,846,826,1190,535,410,26.5
0.143,0.29,1.24,0.015,0.005,0.02,0.01,0.02,0.002,0.001,0.003,0.04,0.014,0.013,0.38,20,18,11,20.505000000000003,1162,1114,853,834,1193,530,411,27.5
0.147,0.28,1.24,0.018,0.004,0.02,0.01,0.02,0.002,0.001,0.002,0.028,0.018,0.015,0.36,564,16,9,29.45,1163,1117,890,838,1199,519,426,27.0
0.147,0.28,1.24,0.018,0.004,0.02,0.01,0.02,0.002,0.001,0.002,0.028,0.018,0.015,0.36,562,16,9,24.5,1171,1118,868,808,1205,521,442,27.0
0.152,0.23,1.23,0.014,0.009,0.02,0.01,0.02,0.004,0.001,0.002,0.026,0.015,0.011,0.37,564,16,9,24.45,1189,1138,899,834,1200,504,407,26.5
0.149,0.3,1.24,0.015,0.007,0.02,0.01,0.02,0.001,0.001,0.003,0.035,0.018,0.015,0.38,512,14,9,34.4,1177,1127,891,843,1193,531,421,27.0
0.15,0.3,1.27,0.013,0.009,0.02,0.01,0.02,0.002,0.001,0.002,0.035,0.017,0.016,0.37,355,14,9,34.4,1160,1112,892,837,1191,546,435,28.0
0.149,0.3,1.24,0.015,0.007,0.02,0.01,0.02,0.001,0.001,0.003,0.035,0.018,0.015,0.38,538,16,9,34.4,1173,1123,889,840,1200,541,440,28.5
0.142,0.27,1.24,0.009,0.006,0.02,0.01,0.02,0.002,0.001,0.002,0.037,0.016,0.016,0.38,546,16,9,34.5,1169,1115,853,810,1191,546,442,29.0
0.151,0.28,1.24,0.011,0.007,0.02,0.01,0.03,0.002,0.001,0.003,0.042,0.018,0.013,0.35,539,14,9,34.45,1172,1124,892,845,1199,554,469,28.5
0.151,0.28,1.24,0.011,0.007,0.02,0.01,0.03,0.002,0.001,0.003,0.042,0.018,0.013,0.35,541,14,9,37.45,1176,1123,865,818,1198,549,469,25.5
0.151,0.3,1.23,0.009,0.006,0.02,0.01,0.02,0.002,0.001,0.003,0.038,0.017,0.012,0.37,529,14,9,29.45,1161,1107,848,790,1198,550,450,26.5
0.159,0.24,1.25,0.015,0.01,0.02,0.01,0.03,0.003,0.002,0.004,0.024,0.017,0.011,0.38,584,12,7,11.64,1178,1123,909,794,1206,534,427,27.5
0.159,0.24,1.25,0.015,0.01,0.02,0.01,0.03,0.003,0.002,0.004,0.024,0.017,0.011,0.38,587,14,7,11.64,1173,1109,927,818,1204,528,408,26.5
0.151,0.29,1.24,0.015,0.007,0.02,0.01,0.03,0.002,0.001,0.004,0.03,0.013,0.011,0.37,259,16,9,24.51,1149,1098,873,808,1186,520,430,27.0
0.149,0.27,1.24,0.014,0.007,0.02,0.01,0.04,0.002,0.001,0.003,0.04,0.017,0.013,0.37,556,12,7,9.44,1178,1122,959,801,1207,557,475,29.5
0.155,0.24,1.24,0.012,0.01,0.02,0.01,0.03,0.002,0.002,0.004,0.031,0.015,0.011,0.37,578,14,7,19.6,1165,1114,844,812,1197,530,411,29.5
0.155,0.24,1.24,0.012,0.01,0.02,0.01,0.03,0.002,0.002,0.004,0.031,0.015,0.011,0.37,516,14,7,15.85,1165,1114,887,823,1197,529,404,27.5
0.161,0.21,1.24,0.013,0.008,0.02,0.01,0.02,0.002,0.002,0.003,0.032,0.012,0.011,0.38,573,14,7,13.67,1165,1114,887,807,1213,540,412,26.5
0.161,0.21,1.24,0.013,0.008,0.02,0.01,0.02,0.002,0.002,0.003,0.032,0.012,0.011,0.38,519,14,7,11.85,1188,1131,906,798,1214,540,443,30.5
0.153,0.25,1.24,0.013,0.005,0.02,0.01,0.03,0.002,0.002,0.003,0.033,0.015,0.011,0.37,554,14,7,11.64,1188,1132,901,798,1213,541,433,29.5
0.153,0.25,1.24,0.013,0.005,0.02,0.01,0.03,0.002,0.002,0.003,0.033,0.015,0.011,0.37,551,14,7,9.84,1189,1134,878,812,1214,541,398,26.5
0.153,0.25,1.24,0.013,0.005,0.02,0.01,0.03,0.002,0.002,0.003,0.033,0.015,0.011,0.37,555,12,7,9.64,1187,1131,952,816,1211,536,404,29.0
0.142,0.27,1.3,0.013,0.008,0.02,0.01,0.03,0.003,0.002,0.003,0.028,0.016,0.013,0.37,81,12,7,11.5,1197,1132,913,771,1218,515,434,28.5
0.15,0.26,1.26,0.01,0.004,0.02,0.01,0.03,0.002,0.001,0.003,0.029,0.015,0.017,0.37,557,12,7,12.92,1183,1129,914,820,1197,536,464,28.5
